,day_of_week,hour,source,destination,type,avg_distance,avg_lyft_price,avg_uber_price,preferred
5350,6,20,North End,Back Bay,shared,2.7539999999999996,8.928571428571429,10.5,Lyft
5351,6,20,North End,Back Bay,black_xl,2.615,36.875,32.916666666666664,Uber
5352,6,20,North End,Back Bay,standard,2.866923076923077,11.75,10.7,Uber
5353,6,20,North End,West End,xl,1.2254545454545456,12.8125,11.5,Uber
5354,6,20,North End,West End,standard,1.1846153846153844,7.25,7.8,Lyft
5355,6,20,North End,West End,lux,1.1941176470588237,16.25,16.9,Lyft
5356,6,20,North End,West End,black_xl,1.2175,27.2,27.333333333333332,Lyft
5357,6,20,North End,West End,shared,1.1872727272727273,3.5,6.8,Lyft
5358,6,20,North End,Beacon Hill,black_xl,1.7342857142857144,31.666666666666668,28.5,Uber
5359,6,20,North End,Beacon Hill,xl,1.8900000000000001,15.3,14.625,Uber
5360,6,20,North End,Beacon Hill,lux,1.8873333333333335,19.5,20.333333333333332,Lyft
5361,6,20,North End,Beacon Hill,shared,1.9292857142857147,6.714285714285714,9.5,Lyft
5362,6,20,North End,Beacon Hill,standard,1.9280000000000002,10.0,9.5,Uber
5363,6,20,North End,Financial District,lux,1.0891666666666668,15.0,15.5,Lyft
5364,6,20,North End,Financial District,black_xl,1.10375,26.6,26.666666666666668,Lyft
5365,6,20,North End,Financial District,standard,1.1025,7.0,8.7,Lyft
5366,6,20,North End,Financial District,xl,1.108,12.4,12.3,Uber
5367,6,20,North End,Financial District,shared,1.1183333333333334,5.0,8.0,Lyft
5368,6,20,North End,Theatre District,black_xl,1.4664285714285712,29.375,27.75,Uber
5369,6,20,North End,Theatre District,lux,1.5353846153846153,19.227272727272727,17.75,Uber
5370,6,20,North End,Theatre District,shared,1.4641666666666666,5.8,10.0,Lyft
5371,6,20,North End,Theatre District,standard,1.4591666666666667,10.2,10.714285714285714,Lyft
5372,6,20,North End,Theatre District,xl,1.4477777777777776,13.5,13.666666666666666,Lyft
5373,6,20,North End,North Station,lux,0.9994117647058822,13.555555555555555,15.5625,Lyft
5374,6,20,North End,North Station,standard,0.9850000000000001,7.5,7.5,Lyft
5375,6,20,North End,North Station,black_xl,1.0150000000000001,26.75,26.75,Lyft
5376,6,20,North End,North Station,shared,1.0085714285714287,3.75,5.166666666666667,Lyft
5377,6,20,North End,North Station,xl,0.99,10.75,11.0,Lyft
5378,6,20,Haymarket Square,Beacon Hill,xl,1.125,10.5,12.0,Lyft
5379,6,20,Haymarket Square,Beacon Hill,lux,1.1535714285714287,14.45,15.75,Lyft
5380,6,20,Haymarket Square,Beacon Hill,standard,1.05,7.0,7.875,Lyft
5381,6,20,Haymarket Square,Beacon Hill,shared,1.1227272727272728,4.0,7.375,Lyft
5382,6,20,Haymarket Square,Beacon Hill,black_xl,1.1412499999999999,26.6,27.5,Lyft
5383,6,20,Haymarket Square,Theatre District,standard,1.1775,7.0,8.0,Lyft
5384,6,20,Haymarket Square,Theatre District,lux,1.2066666666666668,15.75,15.5,Uber
5385,6,20,Haymarket Square,Theatre District,black_xl,1.23,27.25,27.5,Lyft
5386,6,20,Haymarket Square,Theatre District,shared,1.2,3.0,7.75,Lyft
5387,6,20,Haymarket Square,Theatre District,xl,1.205,10.5,12.0,Lyft
5388,6,20,Haymarket Square,North Station,standard,0.4916666666666667,7.0,7.0,Lyft
5389,6,20,Haymarket Square,North Station,lux,0.5144444444444445,14.2,15.75,Lyft
5390,6,20,Haymarket Square,North Station,shared,0.51375,4.0,6.1,Lyft
5391,6,20,Haymarket Square,North Station,black_xl,0.49000000000000005,26.75,26.61111111111111,Uber
5392,6,20,Haymarket Square,Financial District,lux,1.0325,13.666666666666666,15.0,Lyft
5393,6,20,Haymarket Square,Financial District,shared,1.0125,4.0,7.25,Lyft
5394,6,20,Haymarket Square,Financial District,xl,1.0216666666666667,10.375,11.0,Lyft
5395,6,20,Haymarket Square,Financial District,standard,1.0214285714285714,7.0,7.25,Lyft
5396,6,20,Haymarket Square,Financial District,black_xl,1.0325,26.5,27.5,Lyft
5397,6,20,Haymarket Square,West End,shared,0.65,4.333333333333333,5.833333333333333,Lyft
5398,6,20,Haymarket Square,West End,lux,0.6737499999999998,14.2,15.333333333333334,Lyft
5399,6,20,Haymarket Square,West End,standard,0.6425000000000001,7.0,7.5,Lyft
5400,6,20,Haymarket Square,West End,xl,0.6119999999999999,9.0,12.166666666666666,Lyft
5401,6,20,Haymarket Square,West End,black_xl,0.6528571428571429,27.125,27.0,Uber
5402,6,20,Haymarket Square,Back Bay,black_xl,2.4749999999999996,32.5,31.0,Uber
5403,6,20,Haymarket Square,Back Bay,shared,2.2325,6.333333333333333,10.1,Lyft
5404,6,20,Haymarket Square,Back Bay,standard,2.4411111111111112,9.833333333333334,10.833333333333334,Lyft
5405,6,20,Haymarket Square,Back Bay,lux,2.5100000000000002,22.916666666666668,22.0,Uber
5406,6,20,Haymarket Square,Back Bay,xl,2.4200000000000004,16.5,16.833333333333332,Lyft
5407,6,20,Northeastern University,West End,lux,2.878823529411765,27.333333333333332,22.3,Uber
5408,6,20,Northeastern University,West End,standard,2.861428571428571,12.083333333333334,9.9375,Uber
5409,6,20,Northeastern University,West End,xl,2.8906666666666667,21.785714285714285,16.3125,Uber
5410,6,20,Northeastern University,West End,shared,2.8945454545454545,8.5625,8.833333333333334,Lyft
5411,6,20,Northeastern University,West End,black_xl,2.885,44.833333333333336,31.714285714285715,Uber
5412,6,20,Northeastern University,North Station,standard,3.221538461538462,10.583333333333334,11.214285714285714,Lyft
5413,6,20,Northeastern University,North Station,black_xl,3.218,32.5,34.0,Lyft
5414,6,20,Northeastern University,North Station,lux,3.2209090909090916,26.11111111111111,23.75,Uber
5415,6,20,Northeastern University,North Station,shared,3.2199999999999998,6.0,9.625,Lyft
5416,6,20,Northeastern University,North Station,xl,3.2133333333333334,19.5,17.5,Uber
5417,6,20,Northeastern University,Back Bay,lux,1.4911111111111108,17.1,16.125,Uber
5418,6,20,Northeastern University,Back Bay,shared,1.4866666666666666,4.333333333333333,8.0,Lyft
5419,6,20,Northeastern University,Back Bay,black_xl,1.5073333333333336,27.571428571428573,26.6875,Uber
5420,6,20,Northeastern University,Back Bay,xl,1.5250000000000001,11.9,16.285714285714285,Lyft
5421,6,20,Northeastern University,Back Bay,standard,1.5411111111111113,7.0,10.666666666666666,Lyft
5422,6,20,Northeastern University,Beacon Hill,standard,2.4859999999999998,9.5,11.666666666666666,Lyft
5423,6,20,Northeastern University,Beacon Hill,xl,2.432,15.0,16.0,Lyft
5424,6,20,Northeastern University,Beacon Hill,shared,2.453333333333333,6.0,8.0,Lyft
5425,6,20,Northeastern University,Beacon Hill,lux,2.4471428571428566,18.5,21.0,Lyft
5426,6,20,Northeastern University,Beacon Hill,black_xl,2.4383333333333335,31.5,29.5,Uber
5427,6,20,Northeastern University,Financial District,standard,4.165833333333333,13.5,12.428571428571429,Uber
5428,6,20,Northeastern University,Financial District,lux,4.01625,28.916666666666668,25.875,Uber
5429,6,20,Northeastern University,Financial District,xl,3.8984615384615386,21.714285714285715,20.416666666666668,Uber
5430,6,20,Northeastern University,Financial District,shared,3.9918181818181817,8.071428571428571,10.5,Lyft
5431,6,20,Northeastern University,Financial District,black_xl,4.052307692307692,41.083333333333336,36.642857142857146,Uber
5432,6,20,Northeastern University,Theatre District,black_xl,1.9822222222222226,31.3,28.0,Uber
5433,6,20,Northeastern University,Theatre District,shared,1.955,6.0,9.0,Lyft
5434,6,20,Northeastern University,Theatre District,standard,1.9516666666666664,12.0,9.75,Uber
5435,6,20,Northeastern University,Theatre District,lux,2.0163636363636366,21.333333333333332,19.5,Uber
5436,6,20,Northeastern University,Theatre District,xl,1.9766666666666666,16.5,15.5,Uber
5437,6,20,Back Bay,South Station,lux,2.428461538461539,18.785714285714285,23.416666666666668,Lyft
5438,6,20,Back Bay,South Station,xl,3.215,16.5,21.214285714285715,Lyft
5439,6,20,Back Bay,South Station,shared,2.8555555555555556,5.666666666666667,11.083333333333334,Lyft
5440,6,20,Back Bay,South Station,black_xl,2.800909090909091,38.25,34.714285714285715,Uber
5441,6,20,Back Bay,South Station,standard,3.0185714285714282,9.625,12.0,Lyft
5442,6,20,Back Bay,Fenway,xl,1.3666666666666665,10.75,11.75,Lyft
5443,6,20,Back Bay,Fenway,lux,1.407,16.125,16.5,Lyft
5444,6,20,Back Bay,Fenway,shared,1.3933333333333333,5.0,6.5,Lyft
5445,6,20,Back Bay,Fenway,standard,1.3816666666666666,8.333333333333334,7.666666666666667,Uber
5446,6,20,Back Bay,Fenway,black_xl,1.3833333333333335,28.666666666666668,25.333333333333332,Uber
5447,6,20,Back Bay,Boston University,xl,1.2542857142857142,14.25,10.833333333333334,Uber
5448,6,20,Back Bay,Boston University,shared,1.4675,5.666666666666667,7.75,Lyft
5449,6,20,Back Bay,Boston University,lux,1.485,14.7,15.0,Lyft
5450,6,20,Back Bay,Boston University,standard,1.4562499999999998,8.375,7.875,Uber
5451,6,20,Back Bay,Boston University,black_xl,1.4475,26.0,25.166666666666668,Uber
5452,6,20,Back Bay,North End,xl,3.1799999999999997,17.1,20.7,Lyft
5453,6,20,Back Bay,North End,standard,3.0383333333333327,11.583333333333334,13.166666666666666,Lyft
5454,6,20,Back Bay,North End,lux,3.1637499999999994,24.916666666666668,27.25,Lyft
5455,6,20,Back Bay,North End,black_xl,3.257777777777777,33.4,36.875,Lyft
5456,6,20,Back Bay,North End,shared,2.8137499999999998,7.5,10.3,Lyft
5457,6,20,Back Bay,Haymarket Square,lux,2.2749999999999995,19.5,21.833333333333332,Lyft
5458,6,20,Back Bay,Haymarket Square,xl,2.518333333333333,15.0,19.625,Lyft
5459,6,20,Back Bay,Haymarket Square,black_xl,2.54,31.25,33.375,Lyft
5460,6,20,Back Bay,Northeastern University,xl,1.1600000000000001,10.5,11.416666666666666,Lyft
5461,6,20,Back Bay,Northeastern University,lux,1.175,13.5,15.3,Lyft
5462,6,20,Back Bay,Northeastern University,shared,1.1414285714285715,7.0,7.0,Lyft
5463,6,20,Back Bay,Northeastern University,standard,1.1099999999999999,16.5,8.125,Uber
5464,6,20,North Station,Fenway,xl,3.125833333333333,16.928571428571427,18.6,Lyft
5465,6,20,North Station,Fenway,black_xl,3.1099999999999994,36.57142857142857,33.083333333333336,Uber
5466,6,20,North Station,Fenway,lux,3.1414285714285706,23.8,24.375,Lyft
5467,6,20,North Station,Fenway,standard,3.104,10.7,10.1,Uber
5468,6,20,North Station,Fenway,shared,3.1263636363636356,5.75,10.7,Lyft
5469,6,20,North Station,South Station,shared,2.1285714285714286,4.0,8.9,Lyft
5470,6,20,North Station,South Station,xl,2.04,13.5,13.2,Uber
5471,6,20,North Station,South Station,lux,2.126,17.5,20.0,Lyft
5472,6,20,North Station,South Station,standard,2.16,9.0,8.75,Uber
5473,6,20,North Station,South Station,black_xl,1.9733333333333334,27.5,28.1,Lyft
5474,6,20,North Station,North End,lux,1.0261538461538462,15.0625,15.5,Lyft
5475,6,20,North Station,North End,xl,1.036,10.5,11.5,Lyft
5476,6,20,North Station,North End,standard,1.043636363636364,7.0,7.666666666666667,Lyft
5477,6,20,North Station,North End,shared,1.027777777777778,4.333333333333333,6.416666666666667,Lyft
5478,6,20,North Station,North End,black_xl,1.05,27.5,26.75,Uber
5479,6,20,North Station,Haymarket Square,standard,0.7155555555555556,7.5,7.3,Uber
5480,6,20,North Station,Haymarket Square,xl,0.6142857142857142,10.5,10.875,Lyft
5481,6,20,North Station,Haymarket Square,lux,0.6475000000000001,13.555555555555555,15.714285714285714,Lyft
5482,6,20,North Station,Haymarket Square,shared,0.5955555555555556,4.0,6.416666666666667,Lyft
5483,6,20,North Station,Haymarket Square,black_xl,0.5916666666666667,26.0,26.5,Lyft
5484,6,20,North Station,Northeastern University,shared,3.3525,7.125,10.375,Lyft
5485,6,20,North Station,Northeastern University,lux,3.23,27.5,24.0,Uber
5486,6,20,North Station,Northeastern University,black_xl,3.3327272727272725,37.25,34.642857142857146,Uber
5487,6,20,North Station,Northeastern University,xl,3.2625,19.5,18.1,Uber
5488,6,20,North Station,Northeastern University,standard,3.264444444444445,11.375,9.9,Uber
5489,6,20,North Station,Boston University,standard,3.0549999999999993,10.666666666666666,10.9,Lyft
5490,6,20,North Station,Boston University,xl,3.063333333333333,19.5,17.25,Uber
5491,6,20,North Station,Boston University,lux,3.08125,23.875,24.0,Lyft
5492,6,20,North Station,Boston University,black_xl,3.065,37.0,33.166666666666664,Uber
5493,6,20,North Station,Boston University,shared,3.063333333333333,8.0,9.0,Lyft
5494,6,20,Beacon Hill,South Station,shared,2.0490000000000004,6.0,9.125,Lyft
5495,6,20,Beacon Hill,South Station,lux,2.33375,19.5,19.5,Lyft
5496,6,20,Beacon Hill,South Station,xl,2.09375,12.5,18.9,Lyft
5497,6,20,Beacon Hill,South Station,standard,2.055,8.5,11.666666666666666,Lyft
5498,6,20,Beacon Hill,South Station,black_xl,1.877142857142857,27.833333333333332,28.625,Lyft
5499,6,20,Beacon Hill,Northeastern University,black_xl,2.2962499999999997,30.2,36.833333333333336,Lyft
5500,6,20,Beacon Hill,Northeastern University,shared,2.388888888888889,6.083333333333333,10.0,Lyft
5501,6,20,Beacon Hill,Northeastern University,lux,2.202142857142857,19.125,23.916666666666668,Lyft
5502,6,20,Beacon Hill,Northeastern University,standard,2.215,9.9,9.833333333333334,Uber
5503,6,20,Beacon Hill,Northeastern University,xl,2.288,16.5,15.666666666666666,Uber
5504,6,20,Beacon Hill,Haymarket Square,standard,1.3216666666666668,7.7,9.142857142857142,Lyft
5505,6,20,Beacon Hill,Haymarket Square,lux,1.4066666666666667,15.833333333333334,16.5,Lyft
5506,6,20,Beacon Hill,Haymarket Square,shared,1.3218181818181818,5.125,8.714285714285714,Lyft
5507,6,20,Beacon Hill,Haymarket Square,black_xl,1.34,36.166666666666664,27.1,Uber
5508,6,20,Beacon Hill,Haymarket Square,xl,1.3366666666666667,12.75,13.5,Lyft
5509,6,20,Beacon Hill,Fenway,lux,2.34,20.5,19.5,Uber
5510,6,20,Beacon Hill,Fenway,xl,2.358,13.5,15.0,Lyft
5511,6,20,Beacon Hill,Fenway,shared,2.3200000000000003,7.0,7.75,Lyft
5512,6,20,Beacon Hill,Fenway,black_xl,2.3225,30.833333333333332,25.5,Uber
5513,6,20,Beacon Hill,Boston University,black_xl,2.292,30.0,28.166666666666668,Uber
5514,6,20,Beacon Hill,Boston University,xl,2.288333333333333,14.5,15.666666666666666,Lyft
5515,6,20,Beacon Hill,Boston University,lux,2.2812499999999996,18.0,20.625,Lyft
5516,6,20,Beacon Hill,Boston University,shared,2.2766666666666664,5.0,8.5,Lyft
5517,6,20,Beacon Hill,Boston University,standard,2.2914285714285714,9.0,10.5,Lyft
5518,6,20,Beacon Hill,North End,black_xl,1.5383333333333333,29.166666666666668,27.0,Uber
5519,6,20,Beacon Hill,North End,lux,1.8246666666666664,17.1,18.45,Lyft
5520,6,20,Beacon Hill,North End,xl,1.89,15.0,14.285714285714286,Uber
5521,6,20,Beacon Hill,North End,standard,1.8550000000000002,8.333333333333334,9.11111111111111,Lyft
5522,6,20,Beacon Hill,North End,shared,1.7923076923076924,5.8,8.25,Lyft
5523,6,20,West End,Northeastern University,lux,3.095333333333333,24.166666666666668,25.416666666666668,Lyft
5524,6,20,West End,Northeastern University,standard,3.1114285714285717,11.0,12.75,Lyft
5525,6,20,West End,Northeastern University,xl,3.135,22.5,22.0,Uber
5526,6,20,West End,Northeastern University,black_xl,3.095,46.5,34.25,Uber
5527,6,20,West End,Northeastern University,shared,3.12,7.0,10.0,Lyft
5528,6,20,West End,Haymarket Square,lux,0.788,15.4,15.8,Lyft
5529,6,20,West End,Haymarket Square,black_xl,0.7536363636363635,26.0,27.0,Lyft
5530,6,20,West End,Haymarket Square,standard,0.7462499999999999,7.0,7.3,Lyft
5531,6,20,West End,Haymarket Square,shared,0.7899999999999999,3.75,7.0,Lyft
5532,6,20,West End,North End,lux,1.2657142857142858,17.5,16.875,Uber
5533,6,20,West End,North End,shared,1.138,4.5,7.25,Lyft
5534,6,20,West End,North End,xl,1.1600000000000001,13.5,18.5,Lyft
5535,6,20,West End,North End,black_xl,1.1025,29.166666666666668,26.0,Uber
5536,6,20,West End,North End,standard,1.445,7.0,8.5,Lyft
5537,6,20,West End,Fenway,shared,2.888,5.5,9.333333333333334,Lyft
5538,6,20,West End,Fenway,black_xl,2.921111111111111,32.8,33.375,Lyft
5539,6,20,West End,Fenway,xl,2.8674999999999997,16.5,16.333333333333332,Uber
5540,6,20,West End,Fenway,standard,2.885555555555556,10.125,10.4,Lyft
5541,6,20,West End,Fenway,lux,2.933571428571429,21.85,23.5,Lyft
5542,6,20,West End,Boston University,standard,2.8240000000000003,10.5,10.5,Lyft
5543,6,20,West End,Boston University,lux,2.8811111111111116,23.166666666666668,24.25,Lyft
5544,6,20,West End,Boston University,xl,2.8144444444444447,16.5,17.4375,Lyft
5545,6,20,West End,Boston University,black_xl,2.8300000000000005,36.5,29.833333333333332,Uber
5546,6,20,West End,Boston University,shared,2.8433333333333337,7.0,9.25,Lyft
5547,6,20,West End,South Station,shared,1.9949999999999999,6.0,7.75,Lyft
5548,6,20,West End,South Station,black_xl,1.9542857142857144,30.0,28.4,Uber
5549,6,20,West End,South Station,standard,1.9720000000000002,8.833333333333334,9.0,Lyft
5550,6,20,West End,South Station,lux,1.9022222222222223,17.0,19.166666666666668,Lyft
5551,6,20,West End,South Station,xl,2.0275000000000003,15.0,14.5,Uber
5552,6,20,Financial District,Haymarket Square,xl,1.1636363636363638,11.375,11.428571428571429,Lyft
5553,6,20,Financial District,Haymarket Square,standard,1.1875,7.666666666666667,7.5,Uber
5554,6,20,Financial District,Haymarket Square,black_xl,1.1875,27.9,27.214285714285715,Uber
5555,6,20,Financial District,Haymarket Square,lux,1.2026666666666666,15.5,15.61111111111111,Lyft
5556,6,20,Financial District,Haymarket Square,shared,1.2254545454545454,4.25,6.833333333333333,Lyft
5557,6,20,Financial District,Northeastern University,standard,5.351428571428571,12.666666666666666,15.75,Lyft
5558,6,20,Financial District,Northeastern University,xl,5.127000000000001,19.5,24.8125,Lyft
5559,6,20,Financial District,Northeastern University,black_xl,4.96125,40.25,42.75,Lyft
5560,6,20,Financial District,Northeastern University,shared,4.544444444444444,8.0,12.0,Lyft
5561,6,20,Financial District,Northeastern University,lux,4.605833333333334,26.785714285714285,35.8,Lyft
5562,6,20,Financial District,South Station,standard,0.41571428571428576,7.666666666666667,6.75,Uber
5563,6,20,Financial District,South Station,shared,0.42200000000000004,4.25,6.166666666666667,Lyft
5564,6,20,Financial District,South Station,lux,0.4345454545454545,13.25,15.8,Lyft
5565,6,20,Financial District,South Station,xl,0.43500000000000005,9.0,9.75,Lyft
5566,6,20,Financial District,South Station,black_xl,0.4366666666666667,29.1,26.875,Uber
5567,6,20,Financial District,Fenway,xl,4.484444444444446,22.5,25.4,Lyft
5568,6,20,Financial District,Fenway,lux,4.516249999999999,30.5,29.5,Uber
5569,6,20,Financial District,Fenway,standard,4.5287500000000005,13.5,13.0,Uber
5570,6,20,Financial District,Fenway,shared,4.532857142857144,10.125,15.833333333333334,Lyft
5571,6,20,Financial District,Fenway,black_xl,4.518750000000001,43.5,38.166666666666664,Uber
5572,6,20,Financial District,North End,shared,1.2171428571428573,4.75,7.375,Lyft
5573,6,20,Financial District,North End,lux,1.2314285714285715,15.3,19.5,Lyft
5574,6,20,Financial District,North End,xl,1.1675,10.875,15.125,Lyft
5575,6,20,Financial District,North End,black_xl,1.1975,26.375,26.6875,Lyft
5576,6,20,Financial District,North End,standard,1.203,7.0,8.75,Lyft
5577,6,20,Financial District,Boston University,lux,5.366250000000001,32.0,37.0,Lyft
5578,6,20,Financial District,Boston University,shared,5.158333333333334,10.5,15.375,Lyft
5579,6,20,Financial District,Boston University,xl,5.101999999999999,22.5,26.75,Lyft
5580,6,20,Financial District,Boston University,black_xl,5.525,45.5,48.0,Lyft
5581,6,14,North Station,North End,xl,1.0180000000000002,10.75,11.375,Lyft
5582,6,14,North Station,North End,shared,1.0414285714285716,4.125,5.833333333333333,Lyft
5583,6,14,North Station,North End,black_xl,1.0470000000000002,26.75,26.666666666666668,Uber
5584,6,14,North Station,North End,standard,1.062,7.0,8.0,Lyft
5585,6,14,North Station,North End,lux,1.0500000000000003,17.1,16.0,Uber
5586,6,14,North Station,Fenway,lux,3.0949999999999993,23.6,24.77777777777778,Lyft
5587,6,14,North Station,Fenway,shared,3.1107142857142853,7.333333333333333,9.5,Lyft
5588,6,14,North Station,Fenway,xl,3.105,18.5,17.5,Uber
5589,6,14,North Station,Fenway,standard,3.1069230769230773,11.333333333333334,10.571428571428571,Uber
5590,6,14,North Station,Fenway,black_xl,3.0999999999999996,34.75,33.8,Uber
5591,6,14,North Station,Northeastern University,lux,3.2681818181818185,24.25,27.785714285714285,Lyft
5592,6,14,North Station,Northeastern University,black_xl,3.3142857142857145,37.833333333333336,34.5,Uber
5593,6,14,North Station,Northeastern University,xl,3.3466666666666667,19.5,18.785714285714285,Uber
5594,6,14,North Station,Northeastern University,standard,3.343000000000001,10.75,10.8125,Lyft
5595,6,14,North Station,Northeastern University,shared,3.3330000000000006,7.4,9.8,Lyft
5596,6,14,North Station,Haymarket Square,xl,0.7188888888888889,9.875,9.5,Uber
5597,6,14,North Station,Haymarket Square,standard,0.7216666666666667,6.5,8.0,Lyft
5598,6,14,North Station,Haymarket Square,lux,0.7064285714285712,14.0,15.5,Lyft
5599,6,14,North Station,Haymarket Square,shared,0.6975,4.5,8.5,Lyft
5600,6,14,North Station,Boston University,xl,3.0749999999999997,17.5,17.333333333333332,Uber
5601,6,14,North Station,Boston University,standard,3.114444444444444,11.142857142857142,10.75,Uber
5602,6,14,North Station,Boston University,lux,3.0974999999999997,22.6875,23.875,Lyft
5603,6,14,North Station,Boston University,shared,3.0699999999999994,7.5,10.1,Lyft
5604,6,14,North Station,Boston University,black_xl,3.0789999999999997,34.6,33.1,Uber
5605,6,14,North Station,South Station,shared,2.005714285714286,5.4,9.0,Lyft
5606,6,14,North Station,South Station,standard,1.9349999999999998,9.375,9.0,Uber
5607,6,14,North Station,South Station,black_xl,1.908,28.5,28.25,Uber
5608,6,14,North Station,South Station,lux,1.9158333333333335,19.5625,17.125,Uber
5609,6,14,North Station,South Station,xl,1.9862499999999998,14.1,13.333333333333334,Uber
5610,6,14,Beacon Hill,North End,shared,1.7125000000000004,5.75,9.0,Lyft
5611,6,14,Beacon Hill,North End,black_xl,1.9290909090909094,31.083333333333332,28.3,Uber
5612,6,14,Beacon Hill,North End,lux,1.7694117647058827,18.576923076923077,17.625,Uber
5613,6,14,Beacon Hill,North End,standard,1.7483333333333337,9.25,10.0,Lyft
5614,6,14,Beacon Hill,North End,xl,1.6829999999999998,14.583333333333334,15.125,Lyft
5615,6,14,Beacon Hill,Boston University,standard,2.2861538461538458,9.0,9.214285714285714,Lyft
5616,6,14,Beacon Hill,Boston University,lux,2.2818750000000003,21.333333333333332,20.857142857142858,Uber
5617,6,14,Beacon Hill,Boston University,shared,2.2727272727272725,5.833333333333333,8.4375,Lyft
5618,6,14,Beacon Hill,Boston University,xl,2.2783333333333333,13.5,16.6,Lyft
5619,6,14,Beacon Hill,Boston University,black_xl,2.277272727272727,29.375,29.285714285714285,Uber
5620,6,14,Beacon Hill,Fenway,black_xl,2.342,30.833333333333332,29.428571428571427,Uber
5621,6,14,Beacon Hill,Fenway,lux,2.34875,20.0,20.5,Lyft
5622,6,14,Beacon Hill,Fenway,xl,2.3377777777777777,16.5,15.0,Uber
5623,6,14,Beacon Hill,Fenway,shared,2.3357142857142854,7.0,7.833333333333333,Lyft
5624,6,14,Beacon Hill,Fenway,standard,2.3454545454545452,9.7,9.5,Uber
5625,6,14,Beacon Hill,Haymarket Square,lux,1.3533333333333333,16.73076923076923,16.3,Uber
5626,6,14,Beacon Hill,Haymarket Square,standard,1.3915384615384612,8.5,9.166666666666666,Lyft
5627,6,14,Beacon Hill,Haymarket Square,black_xl,1.3536363636363637,29.055555555555557,27.0,Uber
5628,6,14,Beacon Hill,Haymarket Square,shared,1.3385714285714287,4.7,10.0,Lyft
5629,6,14,Beacon Hill,Haymarket Square,xl,1.3375,13.3,14.666666666666666,Lyft
5630,6,14,Beacon Hill,South Station,black_xl,2.2833333333333337,35.166666666666664,28.5,Uber
5631,6,14,Beacon Hill,South Station,shared,2.334285714285714,6.75,8.4,Lyft
5632,6,14,Beacon Hill,South Station,lux,2.1689999999999996,21.5,19.375,Uber
5633,6,14,Beacon Hill,South Station,xl,2.225,18.0,13.5,Uber
5634,6,14,Beacon Hill,South Station,standard,2.296666666666667,10.333333333333334,9.0,Uber
5635,6,14,Beacon Hill,Northeastern University,shared,2.13,7.0,10.75,Lyft
5636,6,14,Beacon Hill,Northeastern University,lux,2.0936363636363637,18.75,19.5,Lyft
5637,6,14,Beacon Hill,Northeastern University,xl,2.164,22.0,14.166666666666666,Uber
5638,6,14,Beacon Hill,Northeastern University,black_xl,2.0925000000000002,30.333333333333332,27.9,Uber
5639,6,14,Beacon Hill,Northeastern University,standard,2.1333333333333333,10.5,11.25,Lyft
5640,6,14,Back Bay,Boston University,shared,1.46,3.8333333333333335,8.5,Lyft
5641,6,14,Back Bay,Boston University,lux,1.4583333333333333,16.5,15.25,Uber
5642,6,14,Back Bay,Boston University,xl,1.443,13.5,14.75,Lyft
5643,6,14,Back Bay,Boston University,standard,1.4349999999999998,7.0,8.25,Lyft
5644,6,14,Back Bay,Boston University,black_xl,1.48125,26.5,25.0,Uber
5645,6,14,Back Bay,Northeastern University,lux,1.117,13.928571428571429,15.166666666666666,Lyft
5646,6,14,Back Bay,Northeastern University,xl,1.1560000000000001,10.666666666666666,11.75,Lyft
5647,6,14,Back Bay,Northeastern University,standard,1.1175000000000002,7.0,7.8,Lyft
5648,6,14,Back Bay,Northeastern University,black_xl,1.1416666666666666,26.75,24.5,Uber
5649,6,14,Back Bay,Northeastern University,shared,1.1725,4.0,7.25,Lyft
5650,6,14,Back Bay,Haymarket Square,standard,2.47,13.583333333333334,11.416666666666666,Uber
5651,6,14,Back Bay,Haymarket Square,lux,2.3238888888888893,22.464285714285715,22.875,Lyft
5652,6,14,Back Bay,Haymarket Square,shared,2.484,7.4375,9.214285714285714,Lyft
5653,6,14,Back Bay,Haymarket Square,black_xl,2.508461538461538,31.916666666666668,33.285714285714285,Lyft
5654,6,14,Back Bay,Haymarket Square,xl,2.3625000000000003,16.5,18.0,Lyft
5655,6,14,Back Bay,South Station,black_xl,3.117,29.375,38.333333333333336,Lyft
5656,6,14,Back Bay,South Station,standard,3.2386666666666666,9.9,12.35,Lyft
5657,6,14,Back Bay,South Station,lux,2.844666666666667,18.0,27.6875,Lyft
5658,6,14,Back Bay,South Station,shared,3.0790909090909087,5.833333333333333,12.25,Lyft
5659,6,14,Back Bay,South Station,xl,3.4809999999999994,13.5,22.5,Lyft
5660,6,14,Back Bay,Fenway,lux,1.3728571428571428,15.5,15.625,Lyft
5661,6,14,Back Bay,Fenway,xl,1.39,14.5,12.5,Uber
5662,6,14,Back Bay,Fenway,standard,1.352857142857143,7.0,8.333333333333334,Lyft
5663,6,14,Back Bay,Fenway,black_xl,1.3571428571428572,33.0,25.2,Uber
5664,6,14,Back Bay,Fenway,shared,1.3516666666666666,5.0,7.8,Lyft
5665,6,14,Back Bay,North End,shared,2.661250000000001,7.0,10.5,Lyft
5666,6,14,Back Bay,North End,standard,2.934,11.0,11.0,Lyft
5667,6,14,Back Bay,North End,xl,2.632857142857143,17.5,17.5,Lyft
5668,6,14,Back Bay,North End,black_xl,2.8880000000000003,33.666666666666664,33.0,Uber
