,day_of_week,hour,source,destination,type,avg_distance,avg_lyft_price,avg_uber_price,preferred
9741,1,11,West End,South Station,black_xl,1.9212500000000001,29.714285714285715,28.5,Uber
9742,1,11,West End,South Station,standard,1.875,9.125,7.25,Uber
9743,1,11,West End,South Station,shared,1.9120000000000001,5.928571428571429,7.666666666666667,Lyft
9744,1,11,West End,South Station,xl,1.879,13.5,13.0,Uber
9745,1,11,West End,Boston University,shared,2.844285714285714,5.833333333333333,11.125,Lyft
9746,1,11,West End,Boston University,xl,2.8460000000000005,16.5,19.3,Lyft
9747,1,11,West End,Boston University,black_xl,2.8409090909090913,33.1,32.416666666666664,Uber
9748,1,11,West End,Boston University,lux,2.86875,23.75,23.375,Uber
9749,1,11,West End,Boston University,standard,2.8516666666666666,10.166666666666666,12.0,Lyft
9750,1,11,Boston University,North Station,standard,3.442857142857143,11.666666666666666,11.0,Uber
9751,1,11,Boston University,North Station,xl,3.45,18.0,19.5,Lyft
9752,1,11,Boston University,North Station,shared,3.403,8.0,9.4375,Lyft
9753,1,11,Boston University,North Station,lux,3.441,25.0,25.0,Lyft
9754,1,11,Boston University,North Station,black_xl,3.44,32.5,38.25,Lyft
9755,1,11,Boston University,Back Bay,xl,1.6320000000000001,13.5,12.875,Uber
9756,1,11,Boston University,Back Bay,lux,1.636,18.0,15.833333333333334,Uber
9757,1,11,Boston University,Back Bay,black_xl,1.6033333333333335,26.5,25.833333333333332,Uber
9758,1,11,Boston University,Back Bay,standard,1.65,9.0,7.833333333333333,Uber
9759,1,11,Boston University,Back Bay,shared,1.6114285714285717,3.5,6.75,Lyft
9760,1,11,Boston University,Beacon Hill,xl,2.7455555555555553,17.5,17.416666666666668,Uber
9761,1,11,Boston University,Beacon Hill,standard,2.7142857142857144,9.75,10.166666666666666,Lyft
9762,1,11,Boston University,Beacon Hill,shared,2.668,8.375,7.5,Uber
9763,1,11,Boston University,Beacon Hill,lux,2.682,26.25,24.0,Uber
9764,1,11,Boston University,Beacon Hill,black_xl,2.766666666666666,34.0,31.9,Uber
9765,1,11,Boston University,Theatre District,shared,2.9269230769230767,6.333333333333333,9.125,Lyft
9766,1,11,Boston University,Theatre District,lux,2.968571428571429,22.958333333333332,22.5,Uber
9767,1,11,Boston University,Theatre District,black_xl,2.9575,33.1,34.333333333333336,Lyft
9768,1,11,Boston University,Theatre District,xl,2.9733333333333336,18.0,17.9,Uber
9769,1,11,Boston University,Theatre District,standard,2.924545454545455,11.083333333333334,10.5,Uber
9770,1,11,Boston University,West End,black_xl,3.1177777777777775,34.0,34.0625,Lyft
9771,1,11,Boston University,West End,lux,3.089166666666667,22.666666666666668,23.5,Lyft
9772,1,11,Boston University,West End,standard,3.1074999999999995,10.333333333333334,9.5,Uber
9773,1,11,Boston University,West End,xl,3.002,18.0,17.333333333333332,Uber
9774,1,11,Boston University,Financial District,black_xl,4.589166666666668,43.916666666666664,41.666666666666664,Uber
9775,1,11,Boston University,Financial District,shared,4.562222222222222,8.375,10.4,Lyft
9776,1,11,Boston University,Financial District,lux,4.6866666666666665,33.666666666666664,33.5,Uber
9777,1,11,Boston University,Financial District,standard,4.539,13.5,16.571428571428573,Lyft
9778,1,11,Boston University,Financial District,xl,4.481250000000001,22.5,21.25,Uber
9779,1,13,Beacon Hill,South Station,lux,2.348333333333333,20.125,20.4,Lyft
9780,1,13,Beacon Hill,South Station,standard,2.4511111111111115,10.166666666666666,10.25,Lyft
9781,1,13,Beacon Hill,South Station,shared,2.3000000000000003,4.6,8.642857142857142,Lyft
9782,1,13,Beacon Hill,South Station,black_xl,2.118888888888889,27.5,29.1875,Lyft
9783,1,13,Beacon Hill,South Station,xl,2.2570000000000006,13.5,16.857142857142858,Lyft
9784,1,13,Beacon Hill,Fenway,lux,2.3430769230769233,20.642857142857142,20.666666666666668,Lyft
9785,1,13,Beacon Hill,Fenway,black_xl,2.3376923076923077,30.5,28.833333333333332,Uber
9786,1,13,Beacon Hill,Fenway,shared,2.3363636363636364,6.125,8.142857142857142,Lyft
9787,1,13,Beacon Hill,Fenway,standard,2.3407142857142853,10.0,9.4375,Uber
9788,1,13,Beacon Hill,Fenway,xl,2.33875,13.5,14.5,Lyft
9789,1,13,Beacon Hill,Northeastern University,lux,2.4499999999999997,20.25,21.0,Lyft
9790,1,13,Beacon Hill,Northeastern University,xl,2.11625,15.75,16.625,Lyft
9791,1,13,Beacon Hill,Northeastern University,black_xl,2.17625,35.875,28.625,Uber
9792,1,13,Beacon Hill,Northeastern University,standard,2.17625,9.5,12.25,Lyft
9793,1,13,Beacon Hill,Northeastern University,shared,2.3125,6.416666666666667,10.5,Lyft
9794,1,13,Beacon Hill,Haymarket Square,shared,1.34125,4.3125,8.0,Lyft
9795,1,13,Beacon Hill,Haymarket Square,lux,1.3335000000000001,15.75,16.75,Lyft
9796,1,13,Beacon Hill,Haymarket Square,xl,1.362222222222222,12.4,13.75,Lyft
9797,1,13,Beacon Hill,Haymarket Square,black_xl,1.3116666666666668,26.75,27.375,Lyft
9798,1,13,Beacon Hill,Haymarket Square,standard,1.348,7.666666666666667,8.571428571428571,Lyft
9799,1,13,Beacon Hill,North End,black_xl,1.786923076923077,32.875,28.72222222222222,Uber
9800,1,13,Beacon Hill,North End,xl,1.64875,15.285714285714286,14.88888888888889,Uber
9801,1,13,Beacon Hill,North End,lux,1.7083333333333335,19.818181818181817,19.214285714285715,Uber
9802,1,13,Beacon Hill,North End,shared,1.8045454545454547,5.5,8.666666666666666,Lyft
9803,1,13,Beacon Hill,North End,standard,1.8514285714285719,8.666666666666666,9.3125,Lyft
9804,1,13,Beacon Hill,Boston University,lux,2.2935714285714286,19.166666666666668,19.6,Lyft
9805,1,13,Beacon Hill,Boston University,shared,2.288333333333333,6.0,8.875,Lyft
9806,1,13,Beacon Hill,Boston University,xl,2.287777777777778,14.25,14.8,Lyft
9807,1,13,Beacon Hill,Boston University,standard,2.2775,10.5,9.642857142857142,Uber
9808,1,13,Beacon Hill,Boston University,black_xl,2.274285714285714,27.5,29.75,Lyft
9809,1,13,North End,West End,standard,1.221,8.666666666666666,8.5,Uber
9810,1,13,North End,West End,lux,1.2883333333333333,17.7,17.0,Uber
9811,1,13,North End,West End,xl,1.2411111111111113,13.214285714285714,18.25,Lyft
9812,1,13,North End,West End,shared,1.248888888888889,5.0625,13.0,Lyft
9813,1,13,North End,West End,black_xl,1.251111111111111,27.785714285714285,27.0,Uber
9814,1,13,North End,Financial District,lux,1.107222222222222,16.03846153846154,15.6,Uber
9815,1,13,North End,Financial District,standard,1.1178571428571429,7.222222222222222,8.6,Lyft
9816,1,13,North End,Financial District,shared,1.129,4.125,8.0,Lyft
9817,1,13,North End,Financial District,xl,1.0955555555555554,12.166666666666666,12.166666666666666,Lyft
9818,1,13,North End,Beacon Hill,standard,2.0250000000000004,10.166666666666666,9.6,Uber
9819,1,13,North End,Beacon Hill,lux,1.835,18.40909090909091,20.2,Lyft
9820,1,13,North End,Beacon Hill,black_xl,1.8914285714285715,30.0,28.4,Uber
9821,1,13,North End,Beacon Hill,xl,1.78,16.5,14.5,Uber
9822,1,13,North End,Beacon Hill,shared,1.80375,6.125,9.125,Lyft
9823,1,13,North End,Theatre District,shared,1.455,6.0,9.375,Lyft
9824,1,13,North End,Theatre District,black_xl,1.4525,28.0,27.3125,Uber
9825,1,13,North End,Theatre District,standard,1.448,10.0,9.5,Uber
9826,1,13,North End,Theatre District,xl,1.44125,13.5,14.25,Lyft
9827,1,13,North End,Theatre District,lux,1.4541666666666666,19.5,18.0625,Uber
9828,1,13,North End,North Station,xl,1.0373684210526317,11.125,11.071428571428571,Uber
9829,1,13,North End,North Station,standard,1.0133333333333334,7.0,7.071428571428571,Lyft
9830,1,13,North End,North Station,shared,1.0355555555555556,4.1,6.25,Lyft
9831,1,13,North End,North Station,lux,1.035625,14.833333333333334,15.625,Lyft
9832,1,13,North End,North Station,black_xl,1.0372727272727273,27.0,26.9,Uber
9833,1,13,North End,Back Bay,shared,2.737058823529412,7.8125,10.5,Lyft
9834,1,13,North End,Back Bay,xl,2.742380952380952,19.75,18.166666666666668,Uber
9835,1,13,North End,Back Bay,standard,2.8120000000000003,11.3,11.4,Lyft
9836,1,13,North End,Back Bay,black_xl,2.7929999999999997,38.3125,34.0,Uber
9837,1,13,North End,Back Bay,lux,2.890869565217392,26.0,25.0,Uber
9838,1,13,Fenway,Financial District,xl,4.539090909090908,21.0,22.055555555555557,Lyft
9839,1,13,Fenway,Financial District,lux,4.22,28.3,29.333333333333332,Lyft
9840,1,13,Fenway,Financial District,black_xl,4.285714285714286,42.25,39.75,Uber
9841,1,13,Fenway,Financial District,standard,4.738,13.5,13.928571428571429,Lyft
9842,1,13,Fenway,Financial District,shared,4.270000000000001,6.0,10.666666666666666,Lyft
9843,1,13,Fenway,Back Bay,lux,1.4835,16.5,16.61111111111111,Lyft
9844,1,13,Fenway,Back Bay,xl,1.4936363636363637,13.5,13.083333333333334,Uber
9845,1,13,Fenway,Back Bay,shared,1.4913333333333332,5.0,7.222222222222222,Lyft
9846,1,13,Fenway,Back Bay,standard,1.495,7.75,8.125,Lyft
9847,1,13,Fenway,Back Bay,black_xl,1.494375,27.555555555555557,26.214285714285715,Uber
9848,1,13,Fenway,West End,standard,2.8130769230769226,11.0,11.375,Lyft
9849,1,13,Fenway,West End,black_xl,2.7782352941176467,33.6875,31.555555555555557,Uber
9850,1,13,Fenway,West End,shared,2.79125,6.611111111111111,10.928571428571429,Lyft
9851,1,13,Fenway,West End,lux,2.78,22.0,21.785714285714285,Uber
9852,1,13,Fenway,West End,xl,2.7792307692307694,17.0,16.571428571428573,Uber
9853,1,13,Fenway,Beacon Hill,shared,2.4808333333333334,6.6,8.357142857142858,Lyft
9854,1,13,Fenway,Beacon Hill,black_xl,2.5230000000000006,30.0,29.9375,Uber
9855,1,13,Fenway,Beacon Hill,xl,2.463,15.0,17.0,Lyft
9856,1,13,Fenway,Beacon Hill,lux,2.496153846153846,19.5,21.75,Lyft
9857,1,13,Fenway,North Station,lux,3.2,28.125,23.833333333333332,Uber
9858,1,13,Fenway,North Station,standard,3.1128571428571434,11.071428571428571,11.357142857142858,Lyft
9859,1,13,Fenway,North Station,black_xl,3.094666666666667,35.583333333333336,33.72222222222222,Uber
9860,1,13,Fenway,North Station,shared,3.1041666666666665,7.0,8.583333333333334,Lyft
9861,1,13,Fenway,North Station,xl,3.1164285714285715,18.5,17.8125,Uber
9862,1,13,Fenway,Theatre District,black_xl,2.6076923076923078,38.666666666666664,31.5,Uber
9863,1,13,Fenway,Theatre District,xl,2.5990909090909087,16.5,20.142857142857142,Lyft
9864,1,13,Fenway,Theatre District,lux,2.7164705882352935,21.642857142857142,21.0,Uber
9865,1,13,Fenway,Theatre District,shared,2.734,7.4,9.6,Lyft
9866,1,13,Fenway,Theatre District,standard,2.681111111111111,10.5,11.2,Lyft
9867,1,13,Back Bay,Fenway,shared,1.3684615384615384,3.9,7.75,Lyft
9868,1,13,Back Bay,Fenway,lux,1.4083333333333334,15.833333333333334,15.166666666666666,Uber
9869,1,13,Back Bay,Fenway,xl,1.3974999999999997,12.5,13.75,Lyft
9870,1,13,Back Bay,Fenway,black_xl,1.3723076923076922,32.7,25.75,Uber
9871,1,13,Back Bay,Fenway,standard,1.3755555555555556,7.0,7.3,Lyft
9872,1,13,Back Bay,North End,black_xl,2.610909090909091,34.142857142857146,32.25,Uber
9873,1,13,Back Bay,North End,xl,2.688333333333333,19.416666666666668,17.583333333333332,Uber
9874,1,13,Back Bay,North End,shared,2.8845454545454547,8.2,11.333333333333334,Lyft
9875,1,13,Back Bay,North End,lux,2.6919999999999997,22.107142857142858,29.0,Lyft
9876,1,13,Back Bay,North End,standard,2.74125,10.666666666666666,10.75,Lyft
9877,1,13,Back Bay,Northeastern University,standard,1.1414285714285717,7.7,8.222222222222221,Lyft
9878,1,13,Back Bay,Northeastern University,lux,1.1039130434782607,15.40625,15.571428571428571,Lyft
9879,1,13,Back Bay,Northeastern University,shared,1.110769230769231,5.285714285714286,7.833333333333333,Lyft
9880,1,13,Back Bay,Northeastern University,black_xl,1.1185714285714288,26.75,25.375,Uber
9881,1,13,Back Bay,Northeastern University,xl,1.1253333333333333,11.11111111111111,12.833333333333334,Lyft
9882,1,13,Back Bay,Boston University,lux,1.448,17.9,16.6,Uber
9883,1,13,Back Bay,Boston University,xl,1.4445454545454546,15.0625,12.333333333333334,Uber
9884,1,13,Back Bay,Boston University,standard,1.4500000000000002,8.5,9.0,Lyft
9885,1,13,Back Bay,Boston University,shared,1.4628571428571429,5.666666666666667,10.0,Lyft
9886,1,13,Back Bay,Boston University,black_xl,1.4487500000000002,31.583333333333332,27.0,Uber
9887,1,13,Back Bay,Haymarket Square,lux,2.42125,20.833333333333332,21.928571428571427,Lyft
9888,1,13,Back Bay,Haymarket Square,xl,2.4505263157894737,16.5,18.35,Lyft
9889,1,13,Back Bay,Haymarket Square,standard,2.326,9.857142857142858,10.9375,Lyft
9890,1,13,Back Bay,Haymarket Square,shared,2.3315384615384613,6.125,9.222222222222221,Lyft
9891,1,13,Back Bay,Haymarket Square,black_xl,2.3399999999999994,32.583333333333336,30.8,Uber
9892,1,13,Back Bay,South Station,black_xl,3.061818181818182,29.666666666666668,35.6875,Lyft
9893,1,13,Back Bay,South Station,xl,2.7818181818181817,15.9,19.5,Lyft
9894,1,13,Back Bay,South Station,shared,2.6408333333333336,6.4375,12.125,Lyft
9895,1,13,Back Bay,South Station,lux,2.235625,22.125,26.625,Lyft
9896,1,13,Back Bay,South Station,standard,2.5200000000000005,9.125,10.416666666666666,Lyft
9897,1,13,Northeastern University,Beacon Hill,xl,2.50375,17.2,16.333333333333332,Uber
9898,1,13,Northeastern University,Beacon Hill,standard,2.5814285714285714,9.0,10.75,Lyft
9899,1,13,Northeastern University,Beacon Hill,shared,2.4883333333333333,6.5625,8.0,Lyft
9900,1,13,Northeastern University,Beacon Hill,lux,2.526666666666667,21.625,22.875,Lyft
9901,1,13,Northeastern University,Beacon Hill,black_xl,2.548,34.583333333333336,30.125,Uber
9902,1,13,Northeastern University,North Station,black_xl,3.2133333333333334,44.2,34.57142857142857,Uber
9903,1,13,Northeastern University,North Station,shared,3.218571428571429,7.0,9.25,Lyft
9904,1,13,Northeastern University,North Station,lux,3.2329999999999997,31.4,26.3,Uber
9905,1,13,Northeastern University,North Station,xl,3.242,22.714285714285715,20.5,Uber
9906,1,13,Northeastern University,North Station,standard,3.2350000000000008,12.666666666666666,11.583333333333334,Uber
9907,1,13,Northeastern University,West End,shared,2.856,6.6,9.2,Lyft
9908,1,13,Northeastern University,West End,lux,2.838333333333333,23.875,22.4,Uber
9909,1,13,Northeastern University,West End,xl,2.8399999999999994,19.6,16.9,Uber
9910,1,13,Northeastern University,West End,black_xl,2.835,37.75,32.5,Uber
9911,1,13,Northeastern University,West End,standard,2.8266666666666667,10.0,8.666666666666666,Uber
9912,1,13,Northeastern University,Theatre District,shared,2.0925,7.0,9.571428571428571,Lyft
9913,1,13,Northeastern University,Theatre District,lux,2.1354166666666665,22.0625,19.375,Uber
9914,1,13,Northeastern University,Theatre District,standard,2.178333333333333,9.9375,8.625,Uber
9915,1,13,Northeastern University,Theatre District,black_xl,2.1591666666666667,32.666666666666664,30.0,Uber
9916,1,13,Northeastern University,Theatre District,xl,2.112857142857143,16.5,16.25,Uber
9917,1,13,Northeastern University,Back Bay,standard,1.528,7.0,8.571428571428571,Lyft
9918,1,13,Northeastern University,Back Bay,shared,1.5250000000000001,5.0,7.333333333333333,Lyft
9919,1,13,Northeastern University,Back Bay,lux,1.500909090909091,15.9,16.166666666666668,Lyft
9920,1,13,Northeastern University,Back Bay,black_xl,1.5233333333333334,26.0,26.375,Lyft
9921,1,13,Northeastern University,Back Bay,xl,1.5455555555555556,10.5,12.833333333333334,Lyft
9922,1,13,Northeastern University,Financial District,shared,4.616874999999999,6.0,10.4,Lyft
9923,1,13,Northeastern University,Financial District,lux,4.0569999999999995,29.083333333333332,26.125,Uber
9924,1,13,Northeastern University,Financial District,standard,4.524705882352941,12.642857142857142,13.9,Lyft
9925,1,13,Northeastern University,Financial District,black_xl,4.437777777777779,40.25,37.8,Uber
9926,1,13,Northeastern University,Financial District,xl,4.404285714285714,22.5,23.6,Lyft
9927,1,13,Haymarket Square,Financial District,black_xl,0.9958823529411767,26.9375,26.77777777777778,Uber
9928,1,13,Haymarket Square,Financial District,xl,1.014,10.6,11.0,Lyft
9929,1,13,Haymarket Square,Financial District,shared,1.0014285714285716,3.8333333333333335,7.4,Lyft
9930,1,13,Haymarket Square,Financial District,lux,1.0072222222222225,14.833333333333334,15.583333333333334,Lyft
9931,1,13,Haymarket Square,Financial District,standard,1.002,7.0,7.25,Lyft
9932,1,13,Haymarket Square,Theatre District,shared,1.2155555555555555,4.2,7.25,Lyft
9933,1,13,Haymarket Square,Theatre District,lux,1.2206666666666668,14.833333333333334,16.333333333333332,Lyft
9934,1,13,Haymarket Square,Theatre District,black_xl,1.3108333333333333,27.0,27.333333333333332,Lyft
9935,1,13,Haymarket Square,Theatre District,xl,1.218888888888889,11.3,12.125,Lyft
9936,1,13,Haymarket Square,Theatre District,standard,1.3133333333333332,7.666666666666667,8.166666666666666,Lyft
9937,1,13,Haymarket Square,Beacon Hill,shared,1.1966666666666665,4.25,9.125,Lyft
9938,1,13,Haymarket Square,Beacon Hill,black_xl,1.1536363636363638,26.6,26.666666666666668,Lyft
9939,1,13,Haymarket Square,Beacon Hill,standard,1.13375,7.0,8.2,Lyft
9940,1,13,Haymarket Square,Beacon Hill,lux,1.1488888888888886,15.166666666666666,16.166666666666668,Lyft
9941,1,13,Haymarket Square,Beacon Hill,xl,1.134,11.5,13.25,Lyft
9942,1,13,Haymarket Square,North Station,xl,0.5263636363636364,9.25,9.7,Lyft
9943,1,13,Haymarket Square,North Station,black_xl,0.5180000000000001,26.375,26.928571428571427,Lyft
9944,1,13,Haymarket Square,North Station,standard,0.5030769230769232,7.0,7.0,Lyft
9945,1,13,Haymarket Square,North Station,lux,0.5405882352941176,13.076923076923077,15.375,Lyft
9946,1,13,Haymarket Square,North Station,shared,0.529,4.0,6.2,Lyft
9947,1,13,Haymarket Square,West End,xl,0.6735714285714286,9.272727272727273,10.666666666666666,Lyft
9948,1,13,Haymarket Square,West End,black_xl,0.67,27.05,26.833333333333332,Uber
9949,1,13,Haymarket Square,West End,shared,0.6784615384615383,3.875,6.0,Lyft
9950,1,13,Haymarket Square,West End,lux,0.6652941176470588,14.566666666666666,15.5,Lyft
9951,1,13,Haymarket Square,West End,standard,0.654,7.0,8.166666666666666,Lyft
9952,1,13,Haymarket Square,Back Bay,lux,2.2442105263157885,22.75,21.03846153846154,Uber
9953,1,13,Haymarket Square,Back Bay,standard,2.2394117647058813,10.2,9.958333333333334,Uber
9954,1,13,Haymarket Square,Back Bay,xl,2.174285714285714,15.9,15.61111111111111,Uber
9955,1,13,Haymarket Square,Back Bay,shared,2.27,6.3,9.05,Lyft
9956,1,13,Haymarket Square,Back Bay,black_xl,2.265555555555556,32.166666666666664,30.583333333333332,Uber
9957,1,13,North Station,North End,standard,1.102666666666667,7.5,7.545454545454546,Lyft
9958,1,13,North Station,North End,lux,1.0681818181818181,15.0,15.857142857142858,Lyft
9959,1,13,North Station,North End,xl,0.9954545454545456,11.0,11.071428571428571,Lyft
9960,1,13,North Station,North End,shared,1.05,4.25,6.5,Lyft
9961,1,13,North Station,North End,black_xl,1.282222222222222,26.0,26.625,Lyft
9962,1,13,North Station,South Station,standard,1.892222222222222,8.0,8.928571428571429,Lyft
9963,1,13,North Station,South Station,shared,1.9300000000000004,5.0,8.7,Lyft
9964,1,13,North Station,South Station,lux,2.0453333333333332,19.071428571428573,19.5,Lyft
9965,1,13,North Station,South Station,black_xl,2.0408333333333335,29.642857142857142,28.0,Uber
9966,1,13,North Station,South Station,xl,1.8699999999999999,13.5,14.75,Lyft
9967,1,13,North Station,Fenway,shared,3.098749999999999,7.285714285714286,10.11111111111111,Lyft
9968,1,13,North Station,Fenway,xl,3.0787500000000003,16.5,17.083333333333332,Lyft
9969,1,13,North Station,Fenway,standard,3.12,10.583333333333334,10.1,Uber
9970,1,13,North Station,Fenway,black_xl,3.1163636363636367,34.25,30.8,Uber
9971,1,13,North Station,Fenway,lux,3.118235294117647,24.15,23.928571428571427,Uber
9972,1,13,North Station,Haymarket Square,black_xl,0.5910000000000001,26.75,26.5625,Uber
9973,1,13,North Station,Haymarket Square,xl,0.6442857142857142,10.25,11.166666666666666,Lyft
9974,1,13,North Station,Haymarket Square,standard,0.665,7.0,8.375,Lyft
9975,1,13,North Station,Haymarket Square,shared,0.6344444444444444,4.5,7.3,Lyft
9976,1,13,North Station,Haymarket Square,lux,0.6429999999999999,14.3,15.7,Lyft
9977,1,13,North Station,Boston University,lux,3.072777777777777,24.5,24.61111111111111,Lyft
9978,1,13,North Station,Boston University,standard,3.075263157894736,10.722222222222221,10.45,Uber
9979,1,13,North Station,Boston University,xl,3.0686666666666658,17.0,17.944444444444443,Lyft
9980,1,13,North Station,Boston University,shared,3.089090909090909,7.0,10.6,Lyft
9981,1,13,North Station,Boston University,black_xl,3.0764705882352934,33.625,32.77777777777778,Uber
9982,1,13,North Station,Northeastern University,black_xl,3.2790909090909093,36.6,35.916666666666664,Uber
9983,1,13,North Station,Northeastern University,standard,3.31625,10.75,11.125,Lyft
9984,1,13,North Station,Northeastern University,shared,3.237142857142857,7.666666666666667,10.5,Lyft
9985,1,13,North Station,Northeastern University,lux,3.2574999999999994,25.142857142857142,25.27777777777778,Lyft
9986,1,13,North Station,Northeastern University,xl,3.3366666666666673,18.5,19.833333333333332,Lyft
9987,1,13,Boston University,West End,shared,3.0646153846153843,5.857142857142857,8.75,Lyft
9988,1,13,Boston University,West End,lux,3.08,24.272727272727273,22.75,Uber
9989,1,13,Boston University,West End,standard,3.1075,11.8,9.571428571428571,Uber
9990,1,13,Boston University,West End,black_xl,3.0537499999999995,35.5,32.833333333333336,Uber
9991,1,13,Boston University,West End,xl,2.944545454545455,19.142857142857142,15.625,Uber
9992,1,13,Boston University,North Station,lux,3.4546666666666668,25.65,25.8,Lyft
9993,1,13,Boston University,North Station,xl,3.4450000000000003,17.7,18.9,Lyft
9994,1,13,Boston University,North Station,standard,3.4645454545454544,11.125,12.5,Lyft
9995,1,13,Boston University,North Station,shared,3.5137500000000004,6.7,12.0,Lyft
9996,1,13,Boston University,North Station,black_xl,3.46,37.0,36.25,Uber
9997,1,13,Boston University,Financial District,shared,4.566666666666666,8.785714285714286,10.625,Lyft
9998,1,13,Boston University,Financial District,xl,4.779090909090908,24.071428571428573,26.25,Lyft
9999,1,13,Boston University,Financial District,lux,4.569999999999999,30.53846153846154,29.75,Uber
10000,1,13,Boston University,Financial District,black_xl,4.877777777777777,45.9,43.875,Uber
10001,1,13,Boston University,Financial District,standard,4.68,13.083333333333334,16.142857142857142,Lyft
10002,1,13,Boston University,Theatre District,lux,2.9509090909090903,21.61111111111111,23.25,Lyft
10003,1,13,Boston University,Theatre District,black_xl,2.885714285714286,35.5,32.375,Uber
10004,1,13,Boston University,Theatre District,xl,2.973,16.5,19.5,Lyft
10005,1,13,Boston University,Theatre District,standard,2.973076923076923,10.285714285714286,11.083333333333334,Lyft
10006,1,13,Boston University,Theatre District,shared,2.95,7.8,9.0,Lyft
10007,1,13,Boston University,Beacon Hill,lux,2.7258333333333336,20.642857142857142,23.4,Lyft
10008,1,13,Boston University,Beacon Hill,shared,2.7249999999999996,5.6,10.0,Lyft
10009,1,13,Boston University,Beacon Hill,black_xl,2.7499999999999996,30.625,32.416666666666664,Lyft
10010,1,13,Boston University,Beacon Hill,xl,2.7337499999999997,16.5,15.75,Uber
10011,1,13,Boston University,Beacon Hill,standard,2.739090909090909,9.6,9.583333333333334,Uber
10012,1,13,Boston University,Back Bay,black_xl,1.6059999999999999,28.2,26.0,Uber
10013,1,13,Boston University,Back Bay,lux,1.6281818181818182,17.22222222222222,16.5,Uber
10014,1,13,Boston University,Back Bay,xl,1.6037500000000002,12.4,13.5,Lyft
10015,1,13,Boston University,Back Bay,shared,1.6189999999999998,5.8,7.0,Lyft
10016,1,13,Boston University,Back Bay,standard,1.5220000000000002,7.0,9.5,Lyft
10017,1,13,West End,North End,lux,1.131764705882353,15.0,16.1,Lyft
10018,1,13,West End,North End,black_xl,1.1554545454545455,26.5,26.875,Lyft
10019,1,13,West End,North End,shared,1.2130769230769232,4.75,7.285714285714286,Lyft
10020,1,13,West End,North End,xl,1.1330000000000002,10.75,12.583333333333334,Lyft
10021,1,13,West End,North End,standard,1.2016666666666667,7.5,7.75,Lyft
10022,1,13,West End,Haymarket Square,standard,0.7633333333333333,7.0,7.625,Lyft
10023,1,13,West End,Haymarket Square,xl,0.7578571428571429,10.8,10.777777777777779,Uber
10024,1,13,West End,Haymarket Square,black_xl,0.7662499999999999,27.0,27.2,Lyft
10025,1,13,West End,Haymarket Square,shared,0.815,3.8333333333333335,7.0,Lyft
10026,1,13,West End,Haymarket Square,lux,0.7585714285714287,14.259090909090908,15.0,Lyft
10027,1,13,West End,Fenway,shared,2.9105882352941173,6.333333333333333,9.4375,Lyft
10028,1,13,West End,Fenway,xl,2.893333333333333,16.5,17.071428571428573,Lyft
10029,1,13,West End,Fenway,lux,2.9527777777777775,23.375,24.5,Lyft
10030,1,13,West End,Fenway,black_xl,2.9226666666666667,34.5,32.111111111111114,Uber
10031,1,13,West End,Fenway,standard,2.93923076923077,9.75,10.285714285714286,Lyft
10032,1,13,West End,South Station,shared,1.9400000000000002,5.0,7.75,Lyft
10033,1,13,West End,South Station,lux,1.8711111111111107,19.125,20.5,Lyft
10034,1,13,West End,South Station,black_xl,1.9739999999999998,27.5,28.333333333333332,Lyft
10035,1,13,West End,South Station,standard,1.9300000000000002,10.5,8.5,Uber
10036,1,13,West End,South Station,xl,1.9300000000000002,13.5,13.5,Lyft
10037,1,13,West End,Northeastern University,standard,3.0855,10.681818181818182,11.833333333333334,Lyft
10038,1,13,West End,Northeastern University,lux,3.044090909090909,23.970588235294116,25.0,Lyft
10039,1,13,West End,Northeastern University,black_xl,3.056,34.0,34.333333333333336,Lyft
10040,1,13,West End,Northeastern University,xl,3.1040000000000005,17.1,20.3,Lyft
10041,1,13,West End,Northeastern University,shared,3.0422222222222226,6.5,11.0,Lyft
10042,1,13,West End,Boston University,xl,2.852,16.928571428571427,17.5,Lyft
10043,1,13,West End,Boston University,shared,2.865,6.111111111111111,8.833333333333334,Lyft
10044,1,13,West End,Boston University,lux,2.8706250000000004,21.807692307692307,24.5,Lyft
10045,1,13,West End,Boston University,standard,2.851111111111111,10.357142857142858,10.5,Lyft
10046,1,13,West End,Boston University,black_xl,2.854,32.785714285714285,33.333333333333336,Lyft
10047,1,13,Theatre District,Fenway,standard,2.969,11.666666666666666,11.625,Uber
10048,1,13,Theatre District,Fenway,xl,2.988888888888889,18.5,16.833333333333332,Uber
10049,1,13,Theatre District,Fenway,shared,3.0516666666666663,7.0,10.0,Lyft
10050,1,13,Theatre District,Fenway,lux,3.0160000000000005,23.857142857142858,21.833333333333332,Uber
10051,1,13,Theatre District,Fenway,black_xl,2.9425,39.8,30.833333333333332,Uber
10052,1,13,Theatre District,South Station,xl,0.5866666666666666,10.944444444444445,10.5,Uber
10053,1,13,Theatre District,South Station,black_xl,0.57,27.9,26.85,Uber
10054,1,13,Theatre District,South Station,shared,0.5825,5.071428571428571,6.833333333333333,Lyft
10055,1,13,Theatre District,South Station,lux,0.5928571428571429,16.192307692307693,15.5,Uber
10056,1,13,Theatre District,South Station,standard,0.5738461538461539,7.4,7.375,Uber
10057,1,13,Theatre District,Northeastern University,xl,1.955,16.5,15.333333333333334,Uber
